category,name,label,label2,address,postal_code,country,latitude,longitude
EDUCATION (PRIMARY),WOODLANDS PRIMARY SCHOOL,PRIMARY,NA,10 WOODLANDS DRIVE 50,738853,Singapore,1.43679,103.79158
EDUCATION (PRIMARY),WOODLANDS RING PRIMARY SCHOOL,PRIMARY,NA,11 WOODLANDS RING ROAD,738240,Singapore,1.43455,103.7979
EDUCATION (PRIMARY),XINGHUA PRIMARY SCHOOL,PRIMARY,NA,45 HOUGANG AVENUE 1,538882,Singapore,1.35787,103.89015
EDUCATION (PRIMARY),XINGNAN PRIMARY SCHOOL,PRIMARY,NA,5 JURONG WEST STREET 91,649036,Singapore,1.34283,103.68778
EDUCATION (PRIMARY),XINMIN PRIMARY SCHOOL,PRIMARY,NA,9 HOUGANG AVENUE 8,538784,Singapore,1.37137,103.88307
EDUCATION (PRIMARY),XISHAN PRIMARY SCHOOL,PRIMARY,NA,8 YISHUN STREET 21,768611,Singapore,1.4335,103.83784
EDUCATION (PRIMARY),YANGZHENG PRIMARY SCHOOL,PRIMARY,NA,15 SERANGOON AVENUE 3,556108,Singapore,1.34883,103.86832
EDUCATION (PRIMARY),YEW TEE PRIMARY SCHOOL,PRIMARY,NA,10 CHOA CHU KANG ST 64,689100,Singapore,1.3969800000000001,103.75118
EDUCATION (PRIMARY),YIO CHU KANG PRIMARY SCHOOL,PRIMARY,NA,1 HOUGANG STREET 51,538720,Singapore,1.378,103.88558
EDUCATION (PRIMARY),YISHUN PRIMARY SCHOOL,PRIMARY,NA,500 YISHUN RING ROAD,768679,Singapore,1.43349,103.83378
EDUCATION (PRIMARY),YUHUA PRIMARY SCHOOL,PRIMARY,NA,158 JURONG EAST STREET 24,609558,Singapore,1.34326,103.74076
EDUCATION (PRIMARY),YUMIN PRIMARY SCHOOL,PRIMARY,NA,3 TAMPINES STREET 21,529393,Singapore,1.3514,103.95078
EDUCATION (PRIMARY),YU NENG PRIMARY SCHOOL,PRIMARY,NA,56 BEDOK NORTH ST 3,469623,Singapore,1.33374,103.93165
EDUCATION (PRIMARY),ZHANGDE PRIMARY SCHOOL,PRIMARY,NA,51 Jalan Membina,169485,Singapore,1.28458,103.82619
