category,name,label,label2,address,postal_code,country,latitude,longitude
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Punggol Shore Blk 105D (KN),ELEMENTARY,KINDERGARTEN,105D Edgefield Plains  #01-59 S(824105),824105,Singapore,1.3971753,103.9052296
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Punggol Shore Blk 174D (KN),ELEMENTARY,KINDERGARTEN,174D Edgedale Plains Blk 176D #01-193 S(824174),824174,Singapore,1.397493995,103.9099874
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Punggol Shore Blk 663A (DS),ELEMENTARY,KINDERGARTEN,663A Punggol Drive  #01-260 S(821663),821663,Singapore,1.400243475,103.91708
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Punggol West Blk 271A (KN),ELEMENTARY,KINDERGARTEN,271A Punggol Walk  #01-509 S(821271),821271,Singapore,1.403745392,103.9003189
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Punggol West Blk 308B (DS),ELEMENTARY,KINDERGARTEN,308B Punggol Walk  #01-364 S(822308),822308,Singapore,1.407766772,103.8988787
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Queenstown Blk 3 (KN),ELEMENTARY,KINDERGARTEN,3 Jalan Bukit Merah  #01-5118 S(150003),150003,Singapore,1.28713355,103.8070005
EDUCATION (ELEMENTARY),PCF SPARKLETOTS PRESCHOOL @ RADIN MAS BLK 18 (DS),ELEMENTARY,KINDERGARTEN,"18, TELOK BLANGAH CRESCENT, #01 - 168, SINGAPORE 090018",90018,Singapore,1.277909842,103.8225359
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Radin Mas Blk 70A (KN),ELEMENTARY,KINDERGARTEN,70A Redhill Close  #07-01 S(151070),151070,Singapore,1.287006586,103.8169125
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Sembawang Central Blk 309 (KN),ELEMENTARY,KINDERGARTEN,309 Canberra  Road Blk 308 #01-109 S(750309),750309,Singapore,1.446757336,103.8215624
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Sembawang West Blk 730 (KN),ELEMENTARY,KINDERGARTEN,730 Woodlands Circle Blk 731 #01-25 S(730730),730730,Singapore,1.442509437,103.7977039
